tournament,match_no,round_no,stage,knockout,group,venue,host_city,host_country,venue_tz,kickoff_utc,kickoff_local,home,away,teams_known,home_iso,away_iso,home_score,away_score,played,winner,total_goals,margin,draw,rel_fx,rel_fxfut,rel_etf,rel_index,usa_playing,euro_playing,gbp_playing,jpy_playing,host_team_playing,win_pre60_start,win_ko,win_ht,win_2h,win_ft_nominal,win_post60_end,windows_nominal
2026,47,2,group,False,Group K,Houston Stadium,Houston,USA,America/Chicago,2026-06-23 17:00:00+00:00,2026-06-23T12:00:00-05:00,Portugal,Uzbekistan,True,PRT,,,,False,,,,False,EURUSD,6E,,PSI,False,True,False,False,False,2026-06-23 16:00:00+00:00,2026-06-23 17:00:00+00:00,2026-06-23 17:45:00+00:00,2026-06-23 18:00:00+00:00,2026-06-23 18:45:00+00:00,2026-06-23 19:45:00+00:00,True
2026,48,2,group,False,Group K,Guadalajara Stadium,Guadalajara,Mexico,America/Mexico_City,2026-06-24 02:00:00+00:00,2026-06-23T20:00:00-06:00,Colombia,Congo DR,True,COL,,,,False,,,,False,,,GXG,,False,False,False,False,False,2026-06-24 01:00:00+00:00,2026-06-24 02:00:00+00:00,2026-06-24 02:45:00+00:00,2026-06-24 03:00:00+00:00,2026-06-24 03:45:00+00:00,2026-06-24 04:45:00+00:00,True
2026,49,3,group,False,Group C,Miami Stadium,Miami,USA,America/New_York,2026-06-24 22:00:00+00:00,2026-06-24T18:00:00-04:00,Scotland,Brazil,True,GBR,BRA,,,False,,,,False,"GBPUSD,USDBRL","6B,6L","EWU,EWZ","IBOV,UKX",False,False,True,False,False,2026-06-24 21:00:00+00:00,2026-06-24 22:00:00+00:00,2026-06-24 22:45:00+00:00,2026-06-24 23:00:00+00:00,2026-06-24 23:45:00+00:00,2026-06-25 00:45:00+00:00,True
2026,50,3,group,False,Group C,Atlanta Stadium,Atlanta,USA,America/New_York,2026-06-24 22:00:00+00:00,2026-06-24T18:00:00-04:00,Morocco,Haiti,True,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-24 21:00:00+00:00,2026-06-24 22:00:00+00:00,2026-06-24 22:45:00+00:00,2026-06-24 23:00:00+00:00,2026-06-24 23:45:00+00:00,2026-06-25 00:45:00+00:00,True
2026,51,3,group,False,Group B,BC Place Vancouver,Vancouver,Canada,America/Vancouver,2026-06-24 19:00:00+00:00,2026-06-24T12:00:00-07:00,Switzerland,Canada,True,CHE,CAN,,,False,,,,False,"USDCAD,USDCHF","6C,6S","EWC,EWL","SMI,TSX",False,False,False,False,True,2026-06-24 18:00:00+00:00,2026-06-24 19:00:00+00:00,2026-06-24 19:45:00+00:00,2026-06-24 20:00:00+00:00,2026-06-24 20:45:00+00:00,2026-06-24 21:45:00+00:00,True
2026,52,3,group,False,Group B,Seattle Stadium,Seattle,USA,America/Los_Angeles,2026-06-24 19:00:00+00:00,2026-06-24T12:00:00-07:00,Bosnia and Herzegovina,Qatar,True,,QAT,,,False,,,,False,,,QAT,,False,False,False,False,False,2026-06-24 18:00:00+00:00,2026-06-24 19:00:00+00:00,2026-06-24 19:45:00+00:00,2026-06-24 20:00:00+00:00,2026-06-24 20:45:00+00:00,2026-06-24 21:45:00+00:00,True
2026,53,3,group,False,Group A,Mexico City Stadium,Mexico City,Mexico,America/Mexico_City,2026-06-25 01:00:00+00:00,2026-06-24T19:00:00-06:00,Czechia,Mexico,True,,MEX,,,False,,,,False,USDMXN,6M,EWW,IPC,False,False,False,False,True,2026-06-25 00:00:00+00:00,2026-06-25 01:00:00+00:00,2026-06-25 01:45:00+00:00,2026-06-25 02:00:00+00:00,2026-06-25 02:45:00+00:00,2026-06-25 03:45:00+00:00,True
2026,54,3,group,False,Group A,Monterrey Stadium,Monterrey,Mexico,America/Monterrey,2026-06-25 01:00:00+00:00,2026-06-24T19:00:00-06:00,South Africa,Korea Republic,True,ZAF,KOR,,,False,,,,False,USDZAR,,"EWY,EZA","JALSH,KOSPI",False,False,False,False,False,2026-06-25 00:00:00+00:00,2026-06-25 01:00:00+00:00,2026-06-25 01:45:00+00:00,2026-06-25 02:00:00+00:00,2026-06-25 02:45:00+00:00,2026-06-25 03:45:00+00:00,True
2026,55,3,group,False,Group E,Philadelphia Stadium,Philadelphia,USA,America/New_York,2026-06-25 20:00:00+00:00,2026-06-25T16:00:00-04:00,Curaçao,Côte d'Ivoire,True,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-25 19:00:00+00:00,2026-06-25 20:00:00+00:00,2026-06-25 20:45:00+00:00,2026-06-25 21:00:00+00:00,2026-06-25 21:45:00+00:00,2026-06-25 22:45:00+00:00,True
2026,56,3,group,False,Group E,New York/New Jersey Stadium,New York,USA,America/New_York,2026-06-25 20:00:00+00:00,2026-06-25T16:00:00-04:00,Ecuador,Germany,True,,DEU,,,False,,,,False,EURUSD,6E,EWG,DAX,False,True,False,False,False,2026-06-25 19:00:00+00:00,2026-06-25 20:00:00+00:00,2026-06-25 20:45:00+00:00,2026-06-25 21:00:00+00:00,2026-06-25 21:45:00+00:00,2026-06-25 22:45:00+00:00,True
2026,57,3,group,False,Group F,Dallas Stadium,Dallas,USA,America/Chicago,2026-06-25 23:00:00+00:00,2026-06-25T18:00:00-05:00,Japan,Sweden,True,JPN,SWE,,,False,,,,False,USDJPY,6J,"EWD,EWJ","NKY,OMX",False,False,False,True,False,2026-06-25 22:00:00+00:00,2026-06-25 23:00:00+00:00,2026-06-25 23:45:00+00:00,2026-06-26 00:00:00+00:00,2026-06-26 00:45:00+00:00,2026-06-26 01:45:00+00:00,True
2026,58,3,group,False,Group F,Kansas City Stadium,Kansas City,USA,America/Chicago,2026-06-25 23:00:00+00:00,2026-06-25T18:00:00-05:00,Tunisia,Netherlands,True,,NLD,,,False,,,,False,EURUSD,6E,EWN,AEX,False,True,False,False,False,2026-06-25 22:00:00+00:00,2026-06-25 23:00:00+00:00,2026-06-25 23:45:00+00:00,2026-06-26 00:00:00+00:00,2026-06-26 00:45:00+00:00,2026-06-26 01:45:00+00:00,True
2026,59,3,group,False,Group D,Los Angeles Stadium,Los Angeles,USA,America/Los_Angeles,2026-06-26 02:00:00+00:00,2026-06-25T19:00:00-07:00,Türkiye,USA,True,TUR,USA,,,False,,,,False,,ES,"SPY,TUR","SPX,XU100",True,False,False,False,True,2026-06-26 01:00:00+00:00,2026-06-26 02:00:00+00:00,2026-06-26 02:45:00+00:00,2026-06-26 03:00:00+00:00,2026-06-26 03:45:00+00:00,2026-06-26 04:45:00+00:00,True
2026,60,3,group,False,Group D,San Francisco Bay Area Stadium,San Francisco,USA,America/Los_Angeles,2026-06-26 02:00:00+00:00,2026-06-25T19:00:00-07:00,Paraguay,Australia,True,,AUS,,,False,,,,False,AUDUSD,6A,EWA,AS51,False,False,False,False,False,2026-06-26 01:00:00+00:00,2026-06-26 02:00:00+00:00,2026-06-26 02:45:00+00:00,2026-06-26 03:00:00+00:00,2026-06-26 03:45:00+00:00,2026-06-26 04:45:00+00:00,True
2026,61,3,group,False,Group I,Boston Stadium,Boston,USA,America/New_York,2026-06-26 19:00:00+00:00,2026-06-26T15:00:00-04:00,Norway,France,True,NOR,FRA,,,False,,,,False,EURUSD,6E,"EWQ,NORW","CAC,OBX",False,True,False,False,False,2026-06-26 18:00:00+00:00,2026-06-26 19:00:00+00:00,2026-06-26 19:45:00+00:00,2026-06-26 20:00:00+00:00,2026-06-26 20:45:00+00:00,2026-06-26 21:45:00+00:00,True
2026,62,3,group,False,Group I,Toronto Stadium,Toronto,Canada,America/Toronto,2026-06-26 19:00:00+00:00,2026-06-26T15:00:00-04:00,Senegal,Iraq,True,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-26 18:00:00+00:00,2026-06-26 19:00:00+00:00,2026-06-26 19:45:00+00:00,2026-06-26 20:00:00+00:00,2026-06-26 20:45:00+00:00,2026-06-26 21:45:00+00:00,True
2026,63,3,group,False,Group G,Seattle Stadium,Seattle,USA,America/Los_Angeles,2026-06-27 03:00:00+00:00,2026-06-26T20:00:00-07:00,Egypt,IR Iran,True,EGY,,,,False,,,,False,,,EGPT,,False,False,False,False,False,2026-06-27 02:00:00+00:00,2026-06-27 03:00:00+00:00,2026-06-27 03:45:00+00:00,2026-06-27 04:00:00+00:00,2026-06-27 04:45:00+00:00,2026-06-27 05:45:00+00:00,True
2026,64,3,group,False,Group G,BC Place Vancouver,Vancouver,Canada,America/Vancouver,2026-06-27 03:00:00+00:00,2026-06-26T20:00:00-07:00,New Zealand,Belgium,True,,BEL,,,False,,,,False,EURUSD,6E,,BEL20,False,True,False,False,False,2026-06-27 02:00:00+00:00,2026-06-27 03:00:00+00:00,2026-06-27 03:45:00+00:00,2026-06-27 04:00:00+00:00,2026-06-27 04:45:00+00:00,2026-06-27 05:45:00+00:00,True
2026,65,3,group,False,Group H,Houston Stadium,Houston,USA,America/Chicago,2026-06-27 00:00:00+00:00,2026-06-26T19:00:00-05:00,Cabo Verde,Saudi Arabia,True,,SAU,,,False,,,,False,,,KSA,SASEIDX,False,False,False,False,False,2026-06-26 23:00:00+00:00,2026-06-27 00:00:00+00:00,2026-06-27 00:45:00+00:00,2026-06-27 01:00:00+00:00,2026-06-27 01:45:00+00:00,2026-06-27 02:45:00+00:00,True
2026,66,3,group,False,Group H,Guadalajara Stadium,Guadalajara,Mexico,America/Mexico_City,2026-06-27 00:00:00+00:00,2026-06-26T18:00:00-06:00,Uruguay,Spain,True,,ESP,,,False,,,,False,EURUSD,6E,EWP,IBEX,False,True,False,False,False,2026-06-26 23:00:00+00:00,2026-06-27 00:00:00+00:00,2026-06-27 00:45:00+00:00,2026-06-27 01:00:00+00:00,2026-06-27 01:45:00+00:00,2026-06-27 02:45:00+00:00,True
2026,67,3,group,False,Group L,New York/New Jersey Stadium,New York,USA,America/New_York,2026-06-27 21:00:00+00:00,2026-06-27T17:00:00-04:00,Panama,England,True,,GBR,,,False,,,,False,GBPUSD,6B,EWU,UKX,False,False,True,False,False,2026-06-27 20:00:00+00:00,2026-06-27 21:00:00+00:00,2026-06-27 21:45:00+00:00,2026-06-27 22:00:00+00:00,2026-06-27 22:45:00+00:00,2026-06-27 23:45:00+00:00,True
2026,68,3,group,False,Group L,Philadelphia Stadium,Philadelphia,USA,America/New_York,2026-06-27 21:00:00+00:00,2026-06-27T17:00:00-04:00,Croatia,Ghana,True,HRV,,,,False,,,,False,EURUSD,6E,,,False,True,False,False,False,2026-06-27 20:00:00+00:00,2026-06-27 21:00:00+00:00,2026-06-27 21:45:00+00:00,2026-06-27 22:00:00+00:00,2026-06-27 22:45:00+00:00,2026-06-27 23:45:00+00:00,True
2026,69,3,group,False,Group J,Kansas City Stadium,Kansas City,USA,America/Chicago,2026-06-28 02:00:00+00:00,2026-06-27T21:00:00-05:00,Algeria,Austria,True,,AUT,,,False,,,,False,EURUSD,6E,,ATX,False,True,False,False,False,2026-06-28 01:00:00+00:00,2026-06-28 02:00:00+00:00,2026-06-28 02:45:00+00:00,2026-06-28 03:00:00+00:00,2026-06-28 03:45:00+00:00,2026-06-28 04:45:00+00:00,True
2026,70,3,group,False,Group J,Dallas Stadium,Dallas,USA,America/Chicago,2026-06-28 02:00:00+00:00,2026-06-27T21:00:00-05:00,Jordan,Argentina,True,,ARG,,,False,,,,False,,,ARGT,,False,False,False,False,False,2026-06-28 01:00:00+00:00,2026-06-28 02:00:00+00:00,2026-06-28 02:45:00+00:00,2026-06-28 03:00:00+00:00,2026-06-28 03:45:00+00:00,2026-06-28 04:45:00+00:00,True
2026,71,3,group,False,Group K,Miami Stadium,Miami,USA,America/New_York,2026-06-27 23:30:00+00:00,2026-06-27T19:30:00-04:00,Colombia,Portugal,True,COL,PRT,,,False,,,,False,EURUSD,6E,GXG,PSI,False,True,False,False,False,2026-06-27 22:30:00+00:00,2026-06-27 23:30:00+00:00,2026-06-28 00:15:00+00:00,2026-06-28 00:30:00+00:00,2026-06-28 01:15:00+00:00,2026-06-28 02:15:00+00:00,True
2026,72,3,group,False,Group K,Atlanta Stadium,Atlanta,USA,America/New_York,2026-06-27 23:30:00+00:00,2026-06-27T19:30:00-04:00,Congo DR,Uzbekistan,True,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-27 22:30:00+00:00,2026-06-27 23:30:00+00:00,2026-06-28 00:15:00+00:00,2026-06-28 00:30:00+00:00,2026-06-28 01:15:00+00:00,2026-06-28 02:15:00+00:00,True
2026,73,4,R32,True,,Los Angeles Stadium,Los Angeles,USA,America/Los_Angeles,2026-06-28 19:00:00+00:00,2026-06-28T12:00:00-07:00,2A,2B,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-28 18:00:00+00:00,2026-06-28 19:00:00+00:00,2026-06-28 19:45:00+00:00,2026-06-28 20:00:00+00:00,2026-06-28 20:45:00+00:00,2026-06-28 21:45:00+00:00,True
2026,74,4,R32,True,,Boston Stadium,Boston,USA,America/New_York,2026-06-29 20:30:00+00:00,2026-06-29T16:30:00-04:00,1E,3ABCDF,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-29 19:30:00+00:00,2026-06-29 20:30:00+00:00,2026-06-29 21:15:00+00:00,2026-06-29 21:30:00+00:00,2026-06-29 22:15:00+00:00,2026-06-29 23:15:00+00:00,True
2026,75,4,R32,True,,Monterrey Stadium,Monterrey,Mexico,America/Monterrey,2026-06-30 01:00:00+00:00,2026-06-29T19:00:00-06:00,1F,2C,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-30 00:00:00+00:00,2026-06-30 01:00:00+00:00,2026-06-30 01:45:00+00:00,2026-06-30 02:00:00+00:00,2026-06-30 02:45:00+00:00,2026-06-30 03:45:00+00:00,True
2026,76,4,R32,True,,Houston Stadium,Houston,USA,America/Chicago,2026-06-29 17:00:00+00:00,2026-06-29T12:00:00-05:00,1C,2F,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-29 16:00:00+00:00,2026-06-29 17:00:00+00:00,2026-06-29 17:45:00+00:00,2026-06-29 18:00:00+00:00,2026-06-29 18:45:00+00:00,2026-06-29 19:45:00+00:00,True
2026,77,4,R32,True,,New York/New Jersey Stadium,New York,USA,America/New_York,2026-06-30 21:00:00+00:00,2026-06-30T17:00:00-04:00,1I,3CDFGH,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-30 20:00:00+00:00,2026-06-30 21:00:00+00:00,2026-06-30 21:45:00+00:00,2026-06-30 22:00:00+00:00,2026-06-30 22:45:00+00:00,2026-06-30 23:45:00+00:00,True
2026,78,4,R32,True,,Dallas Stadium,Dallas,USA,America/Chicago,2026-06-30 17:00:00+00:00,2026-06-30T12:00:00-05:00,2E,2I,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-06-30 16:00:00+00:00,2026-06-30 17:00:00+00:00,2026-06-30 17:45:00+00:00,2026-06-30 18:00:00+00:00,2026-06-30 18:45:00+00:00,2026-06-30 19:45:00+00:00,True
2026,79,4,R32,True,,Mexico City Stadium,Mexico City,Mexico,America/Mexico_City,2026-07-01 01:00:00+00:00,2026-06-30T19:00:00-06:00,1A,3CEFHI,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-01 00:00:00+00:00,2026-07-01 01:00:00+00:00,2026-07-01 01:45:00+00:00,2026-07-01 02:00:00+00:00,2026-07-01 02:45:00+00:00,2026-07-01 03:45:00+00:00,True
2026,80,4,R32,True,,Atlanta Stadium,Atlanta,USA,America/New_York,2026-07-01 16:00:00+00:00,2026-07-01T12:00:00-04:00,1L,3EHIJK,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-01 15:00:00+00:00,2026-07-01 16:00:00+00:00,2026-07-01 16:45:00+00:00,2026-07-01 17:00:00+00:00,2026-07-01 17:45:00+00:00,2026-07-01 18:45:00+00:00,True
2026,81,4,R32,True,,San Francisco Bay Area Stadium,San Francisco,USA,America/Los_Angeles,2026-07-02 00:00:00+00:00,2026-07-01T17:00:00-07:00,1D,3BEFIJ,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-01 23:00:00+00:00,2026-07-02 00:00:00+00:00,2026-07-02 00:45:00+00:00,2026-07-02 01:00:00+00:00,2026-07-02 01:45:00+00:00,2026-07-02 02:45:00+00:00,True
2026,82,4,R32,True,,Seattle Stadium,Seattle,USA,America/Los_Angeles,2026-07-01 20:00:00+00:00,2026-07-01T13:00:00-07:00,1G,3AEHIJ,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-01 19:00:00+00:00,2026-07-01 20:00:00+00:00,2026-07-01 20:45:00+00:00,2026-07-01 21:00:00+00:00,2026-07-01 21:45:00+00:00,2026-07-01 22:45:00+00:00,True
2026,83,4,R32,True,,Toronto Stadium,Toronto,Canada,America/Toronto,2026-07-02 23:00:00+00:00,2026-07-02T19:00:00-04:00,2K,2L,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-02 22:00:00+00:00,2026-07-02 23:00:00+00:00,2026-07-02 23:45:00+00:00,2026-07-03 00:00:00+00:00,2026-07-03 00:45:00+00:00,2026-07-03 01:45:00+00:00,True
2026,84,4,R32,True,,Los Angeles Stadium,Los Angeles,USA,America/Los_Angeles,2026-07-02 19:00:00+00:00,2026-07-02T12:00:00-07:00,1H,2J,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-02 18:00:00+00:00,2026-07-02 19:00:00+00:00,2026-07-02 19:45:00+00:00,2026-07-02 20:00:00+00:00,2026-07-02 20:45:00+00:00,2026-07-02 21:45:00+00:00,True
2026,85,4,R32,True,,BC Place Vancouver,Vancouver,Canada,America/Vancouver,2026-07-03 03:00:00+00:00,2026-07-02T20:00:00-07:00,1B,3EFGIJ,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-03 02:00:00+00:00,2026-07-03 03:00:00+00:00,2026-07-03 03:45:00+00:00,2026-07-03 04:00:00+00:00,2026-07-03 04:45:00+00:00,2026-07-03 05:45:00+00:00,True
2026,86,4,R32,True,,Miami Stadium,Miami,USA,America/New_York,2026-07-03 22:00:00+00:00,2026-07-03T18:00:00-04:00,1J,2H,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-03 21:00:00+00:00,2026-07-03 22:00:00+00:00,2026-07-03 22:45:00+00:00,2026-07-03 23:00:00+00:00,2026-07-03 23:45:00+00:00,2026-07-04 00:45:00+00:00,True
2026,87,4,R32,True,,Kansas City Stadium,Kansas City,USA,America/Chicago,2026-07-04 01:30:00+00:00,2026-07-03T20:30:00-05:00,1K,3DEIJL,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-04 00:30:00+00:00,2026-07-04 01:30:00+00:00,2026-07-04 02:15:00+00:00,2026-07-04 02:30:00+00:00,2026-07-04 03:15:00+00:00,2026-07-04 04:15:00+00:00,True
2026,88,4,R32,True,,Dallas Stadium,Dallas,USA,America/Chicago,2026-07-03 18:00:00+00:00,2026-07-03T13:00:00-05:00,2D,2G,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-03 17:00:00+00:00,2026-07-03 18:00:00+00:00,2026-07-03 18:45:00+00:00,2026-07-03 19:00:00+00:00,2026-07-03 19:45:00+00:00,2026-07-03 20:45:00+00:00,True
2026,89,5,R16,True,,Philadelphia Stadium,Philadelphia,USA,America/New_York,2026-07-04 21:00:00+00:00,2026-07-04T17:00:00-04:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-04 20:00:00+00:00,2026-07-04 21:00:00+00:00,2026-07-04 21:45:00+00:00,2026-07-04 22:00:00+00:00,2026-07-04 22:45:00+00:00,2026-07-04 23:45:00+00:00,True
2026,90,5,R16,True,,Houston Stadium,Houston,USA,America/Chicago,2026-07-04 17:00:00+00:00,2026-07-04T12:00:00-05:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-04 16:00:00+00:00,2026-07-04 17:00:00+00:00,2026-07-04 17:45:00+00:00,2026-07-04 18:00:00+00:00,2026-07-04 18:45:00+00:00,2026-07-04 19:45:00+00:00,True
2026,91,5,R16,True,,New York/New Jersey Stadium,New York,USA,America/New_York,2026-07-05 20:00:00+00:00,2026-07-05T16:00:00-04:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-05 19:00:00+00:00,2026-07-05 20:00:00+00:00,2026-07-05 20:45:00+00:00,2026-07-05 21:00:00+00:00,2026-07-05 21:45:00+00:00,2026-07-05 22:45:00+00:00,True
2026,92,5,R16,True,,Mexico City Stadium,Mexico City,Mexico,America/Mexico_City,2026-07-06 00:00:00+00:00,2026-07-05T18:00:00-06:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-05 23:00:00+00:00,2026-07-06 00:00:00+00:00,2026-07-06 00:45:00+00:00,2026-07-06 01:00:00+00:00,2026-07-06 01:45:00+00:00,2026-07-06 02:45:00+00:00,True
2026,93,5,R16,True,,Dallas Stadium,Dallas,USA,America/Chicago,2026-07-06 19:00:00+00:00,2026-07-06T14:00:00-05:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-06 18:00:00+00:00,2026-07-06 19:00:00+00:00,2026-07-06 19:45:00+00:00,2026-07-06 20:00:00+00:00,2026-07-06 20:45:00+00:00,2026-07-06 21:45:00+00:00,True
2026,94,5,R16,True,,Seattle Stadium,Seattle,USA,America/Los_Angeles,2026-07-07 00:00:00+00:00,2026-07-06T17:00:00-07:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-06 23:00:00+00:00,2026-07-07 00:00:00+00:00,2026-07-07 00:45:00+00:00,2026-07-07 01:00:00+00:00,2026-07-07 01:45:00+00:00,2026-07-07 02:45:00+00:00,True
2026,95,5,R16,True,,Atlanta Stadium,Atlanta,USA,America/New_York,2026-07-07 16:00:00+00:00,2026-07-07T12:00:00-04:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-07 15:00:00+00:00,2026-07-07 16:00:00+00:00,2026-07-07 16:45:00+00:00,2026-07-07 17:00:00+00:00,2026-07-07 17:45:00+00:00,2026-07-07 18:45:00+00:00,True
2026,96,5,R16,True,,BC Place Vancouver,Vancouver,Canada,America/Vancouver,2026-07-07 20:00:00+00:00,2026-07-07T13:00:00-07:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-07 19:00:00+00:00,2026-07-07 20:00:00+00:00,2026-07-07 20:45:00+00:00,2026-07-07 21:00:00+00:00,2026-07-07 21:45:00+00:00,2026-07-07 22:45:00+00:00,True
2026,97,6,QF,True,,Boston Stadium,Boston,USA,America/New_York,2026-07-09 20:00:00+00:00,2026-07-09T16:00:00-04:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-09 19:00:00+00:00,2026-07-09 20:00:00+00:00,2026-07-09 20:45:00+00:00,2026-07-09 21:00:00+00:00,2026-07-09 21:45:00+00:00,2026-07-09 22:45:00+00:00,True
2026,98,6,QF,True,,Los Angeles Stadium,Los Angeles,USA,America/Los_Angeles,2026-07-10 19:00:00+00:00,2026-07-10T12:00:00-07:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-10 18:00:00+00:00,2026-07-10 19:00:00+00:00,2026-07-10 19:45:00+00:00,2026-07-10 20:00:00+00:00,2026-07-10 20:45:00+00:00,2026-07-10 21:45:00+00:00,True
2026,99,6,QF,True,,Miami Stadium,Miami,USA,America/New_York,2026-07-11 21:00:00+00:00,2026-07-11T17:00:00-04:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-11 20:00:00+00:00,2026-07-11 21:00:00+00:00,2026-07-11 21:45:00+00:00,2026-07-11 22:00:00+00:00,2026-07-11 22:45:00+00:00,2026-07-11 23:45:00+00:00,True
2026,100,6,QF,True,,Kansas City Stadium,Kansas City,USA,America/Chicago,2026-07-12 01:00:00+00:00,2026-07-11T20:00:00-05:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-12 00:00:00+00:00,2026-07-12 01:00:00+00:00,2026-07-12 01:45:00+00:00,2026-07-12 02:00:00+00:00,2026-07-12 02:45:00+00:00,2026-07-12 03:45:00+00:00,True
2026,101,7,SF,True,,Dallas Stadium,Dallas,USA,America/Chicago,2026-07-14 19:00:00+00:00,2026-07-14T14:00:00-05:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-14 18:00:00+00:00,2026-07-14 19:00:00+00:00,2026-07-14 19:45:00+00:00,2026-07-14 20:00:00+00:00,2026-07-14 20:45:00+00:00,2026-07-14 21:45:00+00:00,True
2026,102,7,SF,True,,Atlanta Stadium,Atlanta,USA,America/New_York,2026-07-15 19:00:00+00:00,2026-07-15T15:00:00-04:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-15 18:00:00+00:00,2026-07-15 19:00:00+00:00,2026-07-15 19:45:00+00:00,2026-07-15 20:00:00+00:00,2026-07-15 20:45:00+00:00,2026-07-15 21:45:00+00:00,True
2026,103,8,final_3rd,True,,Miami Stadium,Miami,USA,America/New_York,2026-07-18 21:00:00+00:00,2026-07-18T17:00:00-04:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-18 20:00:00+00:00,2026-07-18 21:00:00+00:00,2026-07-18 21:45:00+00:00,2026-07-18 22:00:00+00:00,2026-07-18 22:45:00+00:00,2026-07-18 23:45:00+00:00,True
2026,104,8,final_3rd,True,,New York/New Jersey Stadium,New York,USA,America/New_York,2026-07-19 19:00:00+00:00,2026-07-19T15:00:00-04:00,To be announced,To be announced,False,,,,,False,,,,False,,,,,False,False,False,False,False,2026-07-19 18:00:00+00:00,2026-07-19 19:00:00+00:00,2026-07-19 19:45:00+00:00,2026-07-19 20:00:00+00:00,2026-07-19 20:45:00+00:00,2026-07-19 21:45:00+00:00,True
